   0.0000000       1.0000000    
  0.10000000      0.89999998    
  0.20000000      0.81000000    
  0.30000001      0.72899997    
  0.40000001      0.65609998    
  0.50000000      0.59048998    
  0.60000002      0.53144097    
  0.70000005      0.47829688    
  0.80000007      0.43046719    
  0.90000010      0.38742048    
   1.0000001      0.34867841    
